fileSource,summary
docs/scout.md,This markdown file documents the Docker Scout command-line interface (CLI). It details subcommands for managing attestations; cache; configuration; integrations; policies; repositories; SBOMs; and more; enabling image scanning; vulnerability analysis; and policy enforcement within the Docker ecosystem.  Several experimental features are noted.

docs/scout_attestation.md,This markdown file documents the `docker scout attestation` command. It manages attestations on image indexes; providing a subcommand `add` (documented separately) to add attestations to images.  The file also lists aliases for easier access.

docs/scout_attestation_add.md,This markdown file documents the `docker scout attestation add` command.  It details adding attestations to a Docker image; specifying options for file location; organization namespace; predicate type; and referrer usage.  Dependencies on a `docker scout`  system are implied.

docs/scout_cache.md,This markdown file documents the `docker scout cache` command. It manages Docker Scout's cache and temporary files; providing subcommands `df` (displays disk usage) and `prune` (removes cached/temporary data).  Each subcommand is further documented in separate files.

docs/scout_cache_df.md,This markdown file documents the `docker scout cache df` command.  It explains how to view Docker Scout's temporary and persistent SBOM caches; showing image digests and sizes.  It also notes the cache directory location (configurable via environment variable) and mentions the `docker scout cache prune` command for cache cleanup.

docs/scout_cache_prune.md,This markdown file documents the `docker scout cache prune` command. It describes how to remove temporary data and cached SBOMs using this command; detailing options like `-f` (force) and `--sboms` to control the pruning process.  It includes examples demonstrating both  temporary data removal and combined temporary and SBOM cache removal.

docs/scout_compare.md,This markdown file documents the `docker scout compare` command. It compares two Docker images; highlighting differences; primarily focusing on vulnerabilities and policy violations.  Key features include flexible input formats (images; directories; archives);  filtering options (severity; package type; policy); and output formatting (text; markdown).  It supports various artifact prefixes for specifying image sources.

docs/scout_config.md,This configuration file manages Docker Scout settings. It allows listing; getting; and setting the `organization` namespace used by default.  The `docker scout config` command interacts with this configuration; enabling users to manage their default Docker organization.  No external dependencies are explicitly mentioned.

docs/scout_cves.md,This markdown file documents the `docker scout cves` command.  It displays CVEs identified in a Docker image; directory; or archive. Key features include flexible filtering by severity; CVE ID; package type; and EPSS score;  multiple output formats (including SARIF; SPDX; and GitLab); and options to ignore base images or suppressed vulnerabilities.  It requires a Docker environment and the `scout` tool.

docs/scout_docker-cli-plugin-hooks.md,This Markdown file documents the `docker scout docker-cli-plugin-hooks` functionality.  It describes the execution of plugin hooks.  No specific hooks or dependencies are detailed in this minimal documentation.

docs/scout_enroll.md,This markdown file documents the `docker scout enroll` command.  It describes how to enroll an organization with the Docker Scout service.  The documentation includes a command description.

docs/scout_environment.md,This markdown file documents the `docker scout environment` command. It manages and lists Docker environments; allowing users to record images to specific environments for later comparison using other `docker scout` commands.  Key features include listing environments; listing images within an environment; and recording images to environments; specifying platforms.  It integrates with the `docker scout compare` command.

docs/scout_help.md,This markdown file documents the `docker scout` help command.  It displays information about available commands.  No dependencies or integrations are described within this snippet.

docs/scout_integration.md,This markdown file documents the Docker Scout integration CLI. It details commands to manage integrations; including configuration; deletion; and listing available integrations.  Each command is further documented in a separate file.

docs/scout_integration_configure.md,This configuration file configures Docker Scout integrations. It allows creating or updating integration configurations specifying the name; Docker organization namespace; and parameters using command-line flags.  It requires a `--name`; `--org`; and at least one `--parameter`  in `NAME=VALUE` format.

docs/scout_integration_delete.md,This markdown file documents the `docker scout integration delete` command. It describes how to delete a Docker Scout integration configuration using command-line options `--name` (integration name) and `--org` (organization namespace).  No further implementation details are provided within this snippet.

docs/scout_integration_list.md,This markdown file documents the `docker scout integration list` command. It details how to list available Docker Scout integrations; specifying options for filtering by integration name and Docker organization namespace.  The command utilizes command-line arguments for filtering.

docs/scout_policy.md,This markdown file documents the `docker scout policy` command. It evaluates Docker image policies using Docker Scout; displaying results or returning exit codes based on policy compliance.  Key options include specifying policies; organizations; output locations; platforms; and comparison environments.  It requires a connection to the Docker Scout service.

docs/scout_push.md,This markdown file documents the `docker scout push` command.  It details pushing images or analysis results to Docker Scout; including options for author; organization; output location; platform; SBOM generation; secret scanning; and timestamping.  Dependencies on Docker and Docker Scout are implied.

docs/scout_quickview.md,This markdown file documents the `docker scout quickview` command.  It provides a quick overview of image vulnerabilities; including base image vulnerabilities and refresh/update recommendations.  It supports various artifact types (images; OCI directories; tarballs; local files/directories; and SBOMs) specified via prefixes.  Key options control environment; policy filtering; and output.

docs/scout_recommendations.md,This markdown file documents the `docker scout recommendations` command.  It displays base image update and refresh recommendations; analyzing specified or recently built images.  It supports various artifact types (images; OCI directories; tarballs; local files/directories) and offers filtering options (`--only-refresh`; `--only-update`).  The command uses image references (e.g.; `redis`; `curlimages/curl:7.87.0`) and allows specifying the input source (e.g.; `local://`; `registry://`).

docs/scout_repo.md,This markdown file documents the `docker scout repo` command. It provides subcommands to manage Docker Scout's integration with repositories: enabling; disabling; and listing them.  Each subcommand is detailed in a separate markdown file.

docs/scout_repo_disable.md,This markdown file documents the `docker scout repo disable` command. It describes how to disable Docker Scout repositories; offering options to disable all; filter by name; specify integrations; organizations; and registries.  Key features include granular control via flags (`--all`; `--filter`; `--integration`; `--org`; `--registry`).  It depends on the `docker scout` CLI tool.

docs/scout_repo_enable.md,This markdown file documents the `docker scout repo enable` command. It enables Docker Scout scanning for specified repositories; optionally filtering by name or enabling all repositories within an organization.  Key options include `--all`; `--filter`; `--integration`; `--org`; and `--registry` for granular control.  It integrates with Docker Scout and requires a configured Docker environment.

docs/scout_repo_list.md,This markdown file documents the `docker scout repo list` command.  It details command-line options for filtering and listing Docker Scout repositories; including filtering by name (regex); enabling/disabling status; registry; and organization.  No external dependencies are explicitly mentioned.

docs/scout_sbom.md,This markdown file documents the `docker scout sbom` command.  It generates Software Bill of Materials (SBOMs) for various software artifacts including images; OCI directories; tarballs; and local files/directories. Key features include flexible output formats (JSON; SPDX; CycloneDX; list); package type filtering; and specifying artifact sources (image registry; local store; etc.).  It supports various input types and allows output redirection to a file.

docs/scout_stream.md,This Markdown file documents the `docker scout stream` command.  It explains how to list existing deployment streams; list images within a stream; and record a new image to a specified stream and platform.  The command uses options for specifying the Docker organization; output file; and target platform.  It integrates with other `docker scout` commands like `docker scout compare`.

docs/scout_version.md,This markdown file displays Docker Scout version information.  It prints the version number; Git commit hash; and Go version used to build the application.  The output includes a logo.

docs/scout_watch.md,This Markdown file documents the `docker scout watch` command. It monitors Docker registries for new images and pushes them to Docker Scout; optionally including SBOMs.  Key features include configurable intervals; filtering by repository; tag; and the ability to push all images or only new ones. It requires a Docker Scout integration and depends on a Docker registry.

.babelrc,This configuration file configures Babel.  It uses the `@babel/preset-env` preset to transpile JavaScript to support the last two browser versions; disabling module transformation (`modules: false`).  `@babel/preset-react` enables JSX support.  The `transform-class-properties` plugin allows the use of class properties.

.editorconfig,This configuration file defines coding style conventions for the project.  It enforces UTF-8 encoding; LF line endings; a final newline; trailing whitespace trimming; and 2-space indentation.  No external dependencies are involved.

.github/workflows/test.yml,This YAML file configures a GitHub Actions workflow. It defines a job named "build" that runs on macOS; checks out code; sets up Node.js version 20.x; installs dependencies; runs tests using `npm test`; and builds the project using `npm run build`.  It triggers on push events.

app/App.tsx,This React component renders the main application UI.  It displays a header with the application title; subtitle; and installation instruction using `styled-components` for styling; and integrates `GamePanel` and `TypedShell` components to render a Tetris game and installation command.  Dependencies include `styled-components`; `GamePanel`; and `TypedShell`.

app/Controller.tsx,This React component renders a Tetris game controller.  It displays buttons for movement (left; right; down; hard drop); rotation (clockwise; counter-clockwise); and holding pieces.  It relies on a `Controller` prop from `../src/components/Tetris` for functionality.

app/GamePanel.tsx,This React component displays a Tetris game.  It renders the game board; score; held piece; piece queue; and game controls; using styled-components for styling.  It integrates with `Tetris`; `Controller` components; and handles game state (PLAYING; PAUSED; LOST) displaying appropriate UI elements.

app/TypedShell.tsx,This .tsx component renders a styled text shell with a typewriter effect.  It utilizes `styled-components` for styling and `React`'s state and effect hooks to gradually reveal the input text character by character.  A key prop `children` (string) provides the text to display.

app/index.html,This HTML file renders a Tetris game. It provides basic page structure; including a container div (`id="main"`) for the game and styles for game blocks using inline CSS; leveraging Bootstrap for styling.  It depends on an external Javascript file (`main.js`) for game logic.

app/main.tsx,This .tsx file renders the React application.  It uses ReactDOM to mount the `App` component to the DOM element with the ID 'main'.  Dependencies include React and ReactDOM.

bin/deploy,This shell script deploys a web application. It cleans the distribution directory; builds the application; minifies the JavaScript code using `uglifyjs`; copies the index.html; and deploys the resulting `dist` directory to GitHub Pages using `gh-pages`.  It requires Node.js; npm; `uglifyjs`; and `gh-pages` CLI tools.

src/constants.ts,This TypeScript utility file defines constants for a game's dimensions and mechanics.  It specifies game grid size (GAME_WIDTH; GAME_HEIGHT); block dimensions (BLOCK_WIDTH; BLOCK_HEIGHT); and the number of rotations for game pieces (ROTATION_COUNT).  No external dependencies are present.

src/context.ts,This TypeScript file provides a React Context for a `Game` object.  It utilizes the `Game` model from `./models/Game`; exporting a React Context initialized with a default `Game` instance created via `init()`.  The context enables easy access to the game state throughout the React component tree.

src/components/Gameboard.tsx,This React component `GameboardView` renders a game board.  It uses a game state from a provided context (`Context`) and the `viewMatrix` and `getClassName` functions to display the game board as an HTML table.  Each cell represents a game piece; styled dynamically based on its type.  It depends on `Game` and `Piece` models for data and styling.

src/components/HeldPiece.tsx,This React component displays the currently held game piece.  It utilizes the `Context` API to access the `heldPiece` object and renders a `PieceView` component; passing the `piece` property if available.  It depends on the `PieceView` component and the application's context for game state.

src/components/PieceQueue.tsx,This React component displays a queue of game pieces.  It renders a list of `PieceView` components; each representing a single piece from the `queue` object accessed via the application's `Context`.  It depends on the `PieceView` component and the application's context for data.

src/components/PieceView.tsx,This React component `PieceView` renders a visual representation of a Tetris-like game piece.  It utilizes the `Piece` model from `../models/Piece` to display blocks; using  `getBlocks` and `getClassName` for data access and styling.  Key props include `piece` (optional); defaulting to an empty 4x4 grid.

src/components/Tetris.tsx,This React component renders a Tetris game.  It manages game state using a reducer; handles user input via custom hooks; and renders game components (Gameboard; HeldPiece; PieceQueue) using a render prop.  It utilizes a game model (`../models/Game`) and provides a controller for game actions.

src/hooks/useKeyboardControls.ts,This React Hook `useKeyboardControls` maps keyboard inputs to game actions.  It uses `keymaster` to bind and unbind keyboard events; dynamically creating dispatch functions for each key in a provided `KeyboardMap`.  `DetectShift` handles special shift key logic.  It requires a `KeyboardMap` and a React `dispatch` function.

src/models/Game.ts,This TypeScript file implements game logic for a Tetris-like game.  It defines the game state; actions; and an `update` function to transition between states based on user input.  Key features include piece manipulation (movement; rotation; holding); line clearing; scoring; and game over conditions.  It relies on external modules for piece queue management (`PieceQueue`) and constants (`Constants`); utilizing matrix operations for board manipulation.

src/models/Matrix.ts,This TypeScript utility file provides functions for managing a game board represented as a matrix.  It implements matrix creation; piece placement (`addPieceToBoard`; `setPiece`); line clearing (`clearFullLines`); collision detection (`isEmptyPosition`); and piece movement functions (e.g.; `moveLeft`; `moveRight`; `flipClockwise`).  It utilizes `Constants` for game dimensions and depends on a `Piece` type and related functions from another file.

src/models/Piece.ts,This TypeScript file defines game pieces for a Tetris-like game.  It provides types for piece identities and rotations;  functions to retrieve the block configuration (`getBlocks`) and CSS class name (`getClassName`) for each piece; and type guards for rotation validation.  It depends on a `Constants` module for `ROTATION_COUNT`.

src/modules/detect-shift.ts,This TypeScript utility file detects Shift key presses. It uses `addEventListener` to monitor `keydown` and `keyup` events; triggering registered callbacks when the Shift key is pressed and released.  It provides `bind` and `unbind` functions to manage callbacks; ensuring efficient event handling.  No external dependencies beyond the browser's `document` object are present.

src/modules/piece-queue.ts,This TypeScript type definition defines and implements a `PieceQueue` data structure.  It manages a queue of game pieces; replenishing from a bucket when the queue falls below a minimum length.  Key functions include `create`; `getNext`; and internal functions for filling and pulling pieces from the bucket.  It depends on the `Piece` model from `../models/Piece`.

src/types/keymaster.d.ts,This type definition file specifies the API for the Keymaster library.  It defines interfaces `Keymaster`; `KeymasterEvent`; `KeyHandler`; and `FilterEvent` describing keyboard shortcut handling.  Key features include registering and unregistering shortcuts; scoped shortcuts; and querying pressed keys.  It declares a `keymaster` module export.

test/index.ts,This test file verifies the `Game` model's core mechanics. It uses `assert` to test piece movement (left; right; down); pausing; and piece holding functionality;  leveraging the `update` and `init` functions from the `Game` model.  Dependencies include the `assert` module and the `Game` model.

